StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2_1,Q3,Q4_1,Q5,Q8_1,Q8_2,Q8_3,Q11,Q12,Q13,Q14_1,Q15,Q16,Q16_3_TEXT,InstagramVersion,MenuVersion,Q12 - Topics,Q12 - Parent Topics,Q12 - Topic Hierarchy Level 1
2024-11-12 15:42:49,2024-11-12 15:47:05,IP Address,100,255,True,2024-11-12 15:47:05,R_7qygAhVLxwRLEcw,anonymous,EN,Somewhat disagree,Special promotions or discounts.,Somewhat agree,No,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,15,"I would get a chicken taco, a shrimp taco, and a carne asada taco","I think the options avalible are good. I like that they have classic options but also interesting ones. As someone who has been to tacovere, I do not think the branding of their menu matches their vibes. It feels like they are trying to be edgy when I feel like the vibe in the restaurant is a bit more warm and has a friendly atmosphere.",2,4th Year,Female,,A,A,Unknown,,
2024-11-13 11:07:04,2024-11-13 11:10:25,IP Address,100,201,True,2024-11-13 11:10:26,R_1FqrV2Dbe6OLT54,anonymous,EN,Somewhat disagree,Community interaction online.,Somewhat agree,No,Strongly disagree,Strongly disagree,Strongly disagree,5,Grilled Chiken,nice,1,3rd Year,Female,,A,B,Unknown,,
2024-11-13 13:20:13,2024-11-13 13:21:00,IP Address,100,46,True,2024-11-13 13:21:01,R_7cPfAwvJ3ACzHsl,anonymous,EN,Somewhat agree,Special promotions or discounts.,Somewhat disagree,No,Somewhat agree,Somewhat disagree,Somewhat agree,8,Chicken,I like them they all seem good,2,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:19:45,2024-11-13 13:21:14,IP Address,100,89,True,2024-11-13 13:21:15,R_1liqikuFUAjqYlH,anonymous,EN,Disagree,Opportunities to try a wider variety of food options.,Somewhat disagree,Yes,Somewhat agree,Neither agree nor disagree,Strongly disagree,5,"Grilled chicken ",I like them because there is a variety and they are cheap.,3,1st Year,Male,,A,B,Unknown,,
2024-11-13 13:19:35,2024-11-13 13:21:50,IP Address,100,135,True,2024-11-13 13:21:51,R_3rZasWB2vveB8R3,anonymous,EN,Somewhat agree,Seeing a targeted advertisement on social media.,Somewhat agree,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,10,Shrimp,"The prices seems reasonable ",2,1st Year,Male,,A,B,Unknown,,
2024-11-13 13:19:34,2024-11-13 13:21:56,IP Address,100,141,True,2024-11-13 13:21:56,R_5hG87ttzhX2jcrX,anonymous,EN,Neither agree nor disagree,Special promotions or discounts.,Neither agree nor disagree,No,,Somewhat disagree,Neither agree nor disagree,13,AFK,the menu has good variety and a good price at bottom,,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:20:16,2024-11-13 13:22:08,IP Address,100,112,True,2024-11-13 13:22:09,R_1lEtJ71hZYZUL4z,anonymous,EN,Somewhat disagree,Opportunities to try a wider variety of food options.,Agree,Yes,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,10,Shrimp and grilled chicken,I feel good about the options. There is a good variety and looks like a good Mexican restaurant.,3,1st Year,Male,,B,B,Unknown,,
2024-11-13 13:19:37,2024-11-13 13:22:09,IP Address,100,151,True,2024-11-13 13:22:09,R_1YxnoCPUsIXBFEK,anonymous,EN,Somewhat agree,Seeing a targeted advertisement on social media.,Agree,No,Somewhat agree,Somewhat agree,Somewhat agree,15,3 carne asadas,"Bunch of solid options. ",4,1st Year,Male,,B,B,Unknown,,
2024-11-13 13:19:46,2024-11-13 13:22:37,IP Address,100,170,True,2024-11-13 13:22:38,R_5W5y0RgUWIt347n,anonymous,EN,Agree,Special promotions or discounts.,Agree,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,15,the carne asafa,I think the menu is very well priced and offers a lot of variety and different food options,2,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:19:33,2024-11-13 13:22:37,IP Address,100,184,True,2024-11-13 13:22:38,R_31YN0cjY5gTzhiN,anonymous,EN,Strongly agree,Community interaction online.,Somewhat agree,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,10,"Grilled chicken ",Very cheap and a good amount of options,1,1st Year,Male,,B,B,Unknown,,
2024-11-13 13:19:38,2024-11-13 13:23:20,IP Address,100,221,True,2024-11-13 13:23:21,R_1VygdxJYFnznoyt,anonymous,EN,Somewhat disagree,Special promotions or discounts.,Somewhat agree,No,Somewhat agree,Somewhat agree,Somewhat disagree,12,"C, E, H","I like the options because of how diverse they are. For example, there is almost every type of meat that you would typically see in a taco on the menu.",3,1st Year,Male,,A,A,Unknown,,
2024-11-13 13:19:34,2024-11-13 13:23:43,IP Address,100,248,True,2024-11-13 13:23:43,R_3TxZw731Y8pmDiV,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Somewhat agree,No,Strongly agree,Somewhat agree,Somewhat agree,15,"Carnitas, Carne Asada, and shrimp tacos",I love the wide variety of meats and different tacos. The Mix and Match deal is very smart and persuades the customer into getting 3 tacos.,2,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:19:37,2024-11-13 13:23:52,IP Address,100,254,True,2024-11-13 13:23:52,R_5eWhsmJRNGU5jOp,anonymous,EN,Somewhat agree,Seeing a targeted advertisement on social media.,Neither agree nor disagree,No,Somewhat agree,Somewhat agree,Somewhat disagree,10,"shrimp, carne asada","good verity, sticks to a certain theme that will make the restaurant stand out and appeal to a smaller target audience .",4,1st Year,Male,,A,B,Unknown,,
2024-11-08 12:08:43,2024-11-13 13:24:20,IP Address,100,436536,True,2024-11-13 13:24:20,R_1VknPWOB73tfunD,anonymous,EN,Somewhat agree,Opportunities to try a wider variety of food options.,Agree,No,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,13,The mix&match of 2 A’s and 1 B.,"Personally, only the chicken, carnitas and mole are sticking out to me but I like all the toppings that compliment the tacos.",2,1st Year,Male,,A,A,Unknown,,
2024-11-13 13:21:40,2024-11-13 13:24:42,IP Address,100,181,True,2024-11-13 13:24:42,R_1dpgs4LrZLyNAh1,anonymous,EN,Agree,Seeing a targeted advertisement on social media.,Somewhat agree,No,Strongly agree,Strongly agree,Strongly agree,14,3 fish tacos,i think it has good selection and i’m intrigued to come try it out,7,1st Year,Male,,A,B,Unknown,,
2024-11-13 13:23:26,2024-11-13 13:26:06,IP Address,100,160,True,2024-11-13 13:26:07,R_1z5l4km6ERLQSBj,anonymous,EN,Somewhat agree,Opportunities to try a wider variety of food options.,Somewhat disagree,No,Somewhat disagree,Somewhat agree,Somewhat agree,5,"Carne asada ","Good option for a taco spot. It is a little expensive ",2,1st Year,Male,,A,A,Unknown,,
2024-11-08 12:47:47,2024-11-13 13:27:25,IP Address,100,434378,True,2024-11-13 13:27:26,R_7L4N96Mt3A3NinD,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Agree,Yes,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,13,Mix and Match,"Decent amount of options, not super interesting choices though",3,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:32:25,2024-11-13 13:35:25,IP Address,100,180,True,2024-11-13 13:35:25,R_3KOdSF6lAp7NFoF,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Agree,Yes,Strongly agree,Strongly agree,Strongly agree,10,"Shrimp and carnitas ","I feel there is a good variety of options to choose from. Priced at a good cost which may persuade customers to come more ",2,1st Year,Male,,B,B,Unknown,,
2024-11-13 13:43:39,2024-11-13 13:46:11,IP Address,100,151,True,2024-11-13 13:46:13,R_3Mg29lLGtaiQ9rX,anonymous,EN,Somewhat disagree,Seeing a targeted advertisement on social media.,Somewhat agree,No,Strongly disagree,Strongly disagree,Strongly disagree,20,"1 grilled chicken 3 carnitas ","They look really good. ",2,2nd Year,Male,,A,A,Unknown,,
2024-11-13 13:47:50,2024-11-13 13:50:19,IP Address,100,148,True,2024-11-13 13:50:19,R_5wqzE2Di4MIKzUB,anonymous,EN,Strongly agree,Opportunities to try a wider variety of food options.,Somewhat agree,Yes,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,10,"Carnitas ",Pretty decent options cheap food,3,1st Year,Male,,A,B,Unknown,,
2024-11-13 13:50:51,2024-11-13 13:52:19,IP Address,100,88,True,2024-11-13 13:52:20,R_7SCbZEPw5U49qbM,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Somewhat agree,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,13,The mix and match tacos,"Basic ",7,1st Year,Male,,B,A,Unknown,,
2024-11-13 13:52:59,2024-11-13 13:55:47,IP Address,100,167,True,2024-11-13 13:55:48,R_3YPPL9w7BDIRpet,anonymous,EN,Somewhat agree,Seeing a targeted advertisement on social media.,Neither agree nor disagree,Yes,Neither agree nor disagree,Strongly disagree,Strongly disagree,5,Carne asada,Carne asada stood out,,1st Year,Male,,A,B,Unknown,,
2024-11-13 14:02:09,2024-11-13 14:04:11,IP Address,100,122,True,2024-11-13 14:04:12,R_39hJ9w3fhgDtBIe,anonymous,EN,Neither agree nor disagree,Special promotions or discounts.,Neither agree nor disagree,No,Strongly disagree,Somewhat disagree,Strongly disagree,10,"A,E","There’s a good amount of options, not a lot appeal to me though ",0,1st Year,Male,,B,B,Unknown,,
2024-11-13 14:13:17,2024-11-13 14:15:15,IP Address,100,117,True,2024-11-13 14:15:16,R_7a9qz9Ngs0v3m2w,anonymous,EN,Agree,Opportunities to try a wider variety of food options.,Neither agree nor disagree,No,Somewhat agree,Somewhat agree,Somewhat agree,13,"Carnitas, grilled chicken, and shrimp ","It’s got a lot of variety ",2,1st Year,Male,,A,A,Unknown,,
